Student_ID,Age,Gender,Year_of_Study,Academic_Stress,Social_Support,Financial_Status,Work_Life_Balance,Mental_Health,Healthy_Life_Expectancy,Generosity,Freedom_to_Make_Life_Choices,Ladder_Score_in_Dystopia,Academic_Year,Sports_Engagement,Average_Sleep_Hours,Social_Relationships,Stress_Relief_Activities,Depression,Anxiety,Isolation,Happiness_Level
200,32,Female,1,2.2379107936924503,5.0262762753587396,6.869005292182612,8.334241576006594,7.809646769242513,5,5,4.239367649984064,2,1,6.292166482423709,8.901913148662501,5.012708044224642,4,4.078154194932522,3.3243831329217546,2.378550617093489,5.182204623275578
201,30,Female,3,5.607637191209752,7.4215138754227095,6.480411687892446,5.953898887829068,6.510196221198143,8,10,3.654364425466877,8,1,6.402511278886738,6.4779657101582435,6.738455745381199,4,9.743641628833538,1.0,1.0,5.10734618068657
202,22,Male,2,6.443125010252287,3.801106560767746,8.506265649536488,8.557150335878749,5.24361265928882,5,1,6.812158333259875,1,2,6.4461406482711565,8.919281300144458,5.911573815155069,8,2.3808531476654817,1.0,3.333713411586537,4.208336313247726
203,23,Other,3,4.538267252310462,8.518956114466107,7.5798394443617045,8.165999877033737,7.303575055898043,5,6,4.826300532902525,7,2,4.692382444237929,5.75663773932011,7.536205278773086,6,2.8700359097057615,2.6936110370121065,1.3631572770513525,6.06908594958395
204,35,Female,1,7.906521326642069,6.76276923344152,7.939138051505814,3.8472376251958833,4.664573369940284,6,2,1.4801972650830475,9,2,5.637654087159061,5.946530965926723,7.501189371007352,2,2.682195780775985,3.7576296284617086,4.897884103094725,3.478059770329786
205,29,Other,3,2.3227884005535024,10.0,6.653710801220875,4.652419788681048,7.059570732579452,8,7,3.5141333061788633,3,3,2.8296526433285107,6.658768778976579,7.72171883614778,5,2.8189929028851277,3.176220322627136,3.1784184648820344,5.528629201735924
206,22,Male,3,6.385837246063222,10.0,3.2214025395780195,7.915074326559535,4.865684638282668,5,4,5.37715130129291,7,3,7.537615312633914,6.936250078320822,7.430944859123631,4,4.116205626282131,1.0,5.9617671825921335,4.686518961204844
207,23,Female,1,3.7882783584822133,6.727826396128725,5.6086029377061974,1.0,7.691908126476747,6,5,6.096377509495804,6,3,1.0,7.92308729245013,6.089761987320402,10,3.1162173234979695,5.207090135049147,1.0,3.5860764664448412
208,30,Other,3,8.438755812414593,6.840494496203028,8.120179479817331,5.701088613670023,5.613463999554437,7,5,6.155938198766597,7,2,4.82570321532915,7.450770417186266,6.60849476597248,4,1.0,3.207082822622906,1.937836395990815,5.714193503768517
209,22,Female,3,8.985030706336236,8.493372271003045,5.896954142950708,3.1383375967506564,6.323508974456036,6,5,10.0,7,1,7.281791954300548,6.583684742655972,8.380594241881727,8,3.0360977424911177,4.94138802994831,2.185167790610225,4.697713731060763
210,23,Male,2,3.466686824433304,9.554758914877056,7.006180737247494,5.04689239713295,7.440924081914743,9,2,5.584749486597813,10,2,2.272264132741317,6.866684193481894,8.6017850159416,5,1.9473809525060408,1.7226973698267176,3.9264286006323124,5.554465068876456
211,28,Other,2,3.90088572818284,4.542956413845975,5.362503369507734,5.402359821941592,5.841186832236646,10,5,6.556250979072209,1,3,5.799559835233702,6.6809370802153,5.279825352060176,3,1.0,3.5300145441892483,2.1559512118834903,5.102031857892953
212,31,Male,1,6.719175773959604,4.32043680196797,3.94037630291631,5.283511244184984,6.913054000497546,6,3,2.7482159452510078,3,3,3.6384671068419463,6.08534626467427,4.703608551231031,10,5.2900644638902445,4.0407760052425505,6.44482784627053,1.7154687827863846
213,30,Male,1,4.225738700420971,6.066947791668428,5.753311871907779,4.895477495774783,4.72925424813272,6,4,5.937728923369448,10,1,4.262393469622262,6.112037063398378,5.909665925192932,4,1.936270619954208,5.009044349581896,2.631809125825161,3.9130337626436518
214,24,Female,1,4.909177564135524,7.874106374760797,6.6180948860653075,3.805712700742372,7.946313405394234,6,2,6.6683978863435325,1,2,6.891881921278875,8.02788389143341,8.567811373048375,1,3.766732939097441,4.839953284834896,1.1891658904992761,4.080622954253795
215,31,Other,2,5.05077684108482,7.745310385761396,4.688624561077113,10.0,9.647370708326157,5,4,3.249481038037621,5,1,5.3961138517703,5.17183507207286,8.82232604527455,6,1.0,1.3999186390398253,2.6781301153699117,5.451365157064928
216,24,Male,1,1.1606536876046873,8.604657182475776,5.528577510286663,9.734924008322702,10.0,8,9,4.132016080726087,3,2,1.0,8.617358697445054,5.612932179398243,10,3.9978440304002927,2.76844077713771,2.34873353563776,6.400725029320379
217,25,Male,1,4.972324507811526,5.200453707452038,4.1210735160280345,3.675868359487434,7.136752219999659,6,8,6.978337267673741,1,3,3.047148920536803,6.657005774397768,7.460964030604507,4,2.373172497645749,1.9535789087013755,4.856495620272435,4.045975895085299
218,32,Other,1,3.6205444518716523,3.5257842055466853,8.238489835128192,9.164233502607134,8.18230621119578,6,3,4.907347471376177,2,1,6.950671469777519,6.22749139360784,9.751646999710132,6,1.0,3.285923300013925,2.176384626827339,5.237704062156249
219,30,Male,2,4.013754355200456,8.287021292953218,5.411088484823932,5.2010690190542945,4.329061490638766,9,1,5.794916456980052,10,1,5.897885436385995,7.739759290697269,7.6229672158605,2,1.896161440934735,1.0,1.0,5.670574371604074
220,34,Male,3,7.887264006937628,5.757705590552148,8.905511090252366,6.258374946663421,9.254101489458382,9,1,7.081555037917959,5,2,8.496271145048569,8.485216584147118,9.13225492784964,5,1.6273476031529441,1.0,3.355040129904986,6.16167512588607
221,30,Other,1,2.4869862114414873,3.972268203417043,9.057495701081816,5.873452080206168,8.164342757086159,7,6,10.0,3,2,8.365295188026595,8.117632441603957,8.498089855124647,9,4.5013507892553015,7.771289718382565,1.6982993972037448,4.520690279651705
222,28,Other,3,6.626410373495954,7.217595618939073,5.837908070556512,4.680502717492068,6.2740998325731505,7,3,5.556429597843215,6,2,4.315509739706417,7.501852049359891,5.634701940658134,8,3.1808536880275065,6.8706907292938535,1.0,3.2985630257758727
223,22,Other,1,4.442074139336383,8.189763532328016,3.9831025349053006,7.967704687212294,8.855771200433514,9,4,9.538396157754885,9,3,10.0,8.086863489721836,6.715027864754383,3,1.0,5.331825243492601,3.045163650237458,6.157640832845973
224,25,Other,3,4.440479663008331,6.816914301818084,1.8282042445333255,6.251773061153315,6.6182858850319874,8,1,2.082452677408813,6,2,5.0489593397038215,5.2835024228561345,7.052131717437772,1,3.877007738963682,3.968442318038065,2.735765887650687,3.688649538160412
225,24,Female,2,6.580743792103423,6.313227420726266,3.055925853946417,5.046897153561517,6.312962225478165,7,8,6.296725717363971,2,3,3.0746629311819493,6.478169458511852,7.15620008203201,10,1.0,4.550931241999201,2.5593279481285647,4.982386848251043
226,24,Other,2,5.680102589137781,6.76095665178114,3.25233035020268,3.390821112399055,7.713002388141237,10,1,5.331821585809538,2,2,3.7327202681788454,6.088829939975155,8.374493430157857,3,1.0,4.556369751087656,3.5208449222480995,4.032606179200327
227,38,Female,1,6.141225994439062,6.444125856398825,8.75693925492301,4.212809972561759,5.404968250254522,10,5,4.935082031863205,8,2,1.0,8.224638731215176,7.613027143413113,8,3.0293040942487854,6.309375866435903,1.8422261702871123,4.016858198896549
228,26,Female,3,6.9363693210657225,4.977929332089749,6.231649174453892,2.7172397687958063,8.532437146599921,8,6,7.316135151113707,8,3,8.214038016498563,6.616521981076113,2.595698584332827,3,1.7514038605092388,2.0149762188695384,3.2318766077643337,3.2410664936103046
229,35,Female,2,4.337383233633354,5.927978984514352,6.779209048183976,6.024447096830339,5.4160152821097345,9,2,5.57075866922956,6,2,8.189523978087728,7.845406556782056,5.030739590360911,5,5.383423071945899,1.4847501675604404,1.8208260431035164,5.8498092066745695
230,29,Male,1,3.775526530984499,7.781919857520721,1.559157982129748,3.6066688154312083,5.42491781526522,7,7,1.9500933302135657,10,3,2.968985122373358,7.535856942488638,3.7189286275359352,2,3.338645189722123,2.9696134556486915,4.644496848573941,2.7185982153478956
231,33,Female,1,2.829698946884404,7.48251781206475,3.604067141565477,5.468878974962918,5.6354653173874985,6,7,2.823261503498835,7,3,4.544231423236188,6.137693063836319,7.263047860983002,1,4.251917876496471,4.191047211590881,2.9524796262338255,4.173472294445383
232,27,Female,2,3.3491789400420897,7.252089708950231,7.7741595528925735,8.740203707220742,8.139250056274182,9,1,7.444053916712888,1,2,5.191215088225155,6.4130417900237155,7.360731474201642,10,4.3334788696618265,2.49031549054335,6.499521941550042,5.009147546949535
233,28,Male,2,10.0,5.507277277219931,6.573548224765172,8.398599145843171,6.074836957720438,7,4,2.725544186151873,9,2,3.0792938957157725,8.293817690814725,7.424837437916078,5,2.1137338787950033,1.8947220420646618,2.0102315301177915,4.16227669748968
234,27,Male,1,7.4893591614735735,6.727745256796499,5.705589442628805,5.935446211794765,4.978006323449247,8,4,7.497642362361557,5,1,1.4897959374576768,6.224517351315587,5.5616075984280755,5,1.0,5.874471868317212,3.7143149976429575,3.0742742111682064
235,24,Male,3,2.2978512675839573,3.734402430335718,7.129684717200245,5.8258305477137,6.091480000096303,10,5,6.249546975822312,9,2,4.579284792446177,7.124867610195479,8.011216007679984,6,2.900107557308374,1.325832861412923,5.2594178804321405,5.9172604403018125
236,31,Other,3,2.3550840865128597,7.267714995828085,9.27159561227163,9.759749098842017,6.95193644397927,8,1,5.6594309363483974,2,1,4.357841141081506,6.217458713673555,8.074393744702794,2,4.734446351386523,5.9373128275219855,4.0724415833472225,4.6368332367606895
237,24,Male,3,5.963732123436983,9.143286561720352,5.557915072925899,7.041512240717422,5.228541274503422,7,1,5.837051653603455,8,2,4.22317751802245,6.686047813084139,5.117276399192264,9,2.5344654238151323,4.926340435720417,3.2808830546872105,4.27844189779597
238,22,Male,1,6.094529594755934,4.788801801936842,6.138739605316139,5.344387080246954,5.272478336448485,8,7,7.029516040360167,7,3,5.445432125201929,6.953838056030028,4.800942697826692,2,4.181907654109776,6.823903804748912,3.6721137821032643,3.264763073016759
239,30,Female,2,6.097767670634729,6.121108490023367,6.3851938374626105,3.147963765759096,10.0,7,9,3.6450280527871177,4,3,7.859039317051984,6.217133489702508,6.999802470659593,2,2.945511909313924,7.366209690118573,4.015060513889866,3.969457383138199
240,23,Male,1,4.490088412892605,7.493660168065194,10.0,6.787746436329487,5.70915189427917,7,1,6.084582187995451,3,1,4.393814560616548,6.039553046016119,9.68767341042004,5,1.0,3.740466336693248,3.5957345082206675,5.408901488987442
241,37,Other,2,4.7490914799942,8.879263951641226,1.8012874711619489,7.658647545165724,6.51543644684049,8,2,3.7209944118374687,4,2,5.340885997442726,7.286273336777443,9.549614113297963,9,1.0,7.156954792347581,2.9705989627366907,4.246546884024723
242,38,Male,3,5.655759048318715,6.327663075549776,7.366446029577616,4.736696950972712,6.449144498801071,5,6,6.327289552005736,4,1,6.453741047489872,6.155262591208824,7.845106540672079,4,6.124946990801677,4.010469429012174,4.474293617918542,4.362914067959986
243,36,Other,3,5.171786012586661,5.961624506101155,5.770395502481873,6.582405510276065,6.367964788344337,6,6,7.292953572396703,10,2,6.108285853025498,6.189342444301327,5.905004992629886,6,1.0,3.792330382056361,2.830500569918592,4.713894227674002
244,25,Male,2,1.0,4.046615286375875,7.133543452368359,5.272853410169942,7.932020109953653,9,2,6.331891725624629,10,2,3.771152951104316,6.060946856298029,8.330263989232877,2,1.724815257784746,3.3876023504250865,1.0305087292518604,5.853744928831992
245,22,Male,2,4.540400738849613,7.155157193962159,4.685254892010551,5.631935201601994,8.422214425708074,10,9,7.217204327861178,8,3,5.192754246228072,6.922091953668682,6.3213636027864375,4,4.8351740958838665,2.131138878485032,7.1168875944512235,4.033694388300595
246,37,Male,1,3.297187131479373,10.0,5.902069938283099,1.0243558848753374,6.541068352702612,6,4,4.599970329813425,4,1,6.095079640338106,7.943701634399841,5.848739444989285,9,1.0,4.519344173444698,4.754914224129388,4.327303663640463
247,26,Male,3,5.350422837817024,7.416037692947014,7.42282115893099,5.556437192567729,5.145282570111476,9,7,5.875639891358846,5,3,2.7432973249784447,8.506528636312266,3.7840497525670087,2,1.632974579988964,5.301225073859167,1.1769578697679177,4.6719587880900315
248,38,Other,1,10.0,6.96658153122443,10.0,7.938738604816109,8.911660341773356,9,6,5.524048373750208,2,3,7.527078021593017,6.274081914006222,7.153573297521479,1,2.5767063384959803,1.0,2.511229527008134,5.834216872508728
249,38,Other,1,5.7349633309486086,7.483123466150478,7.616072378804143,4.737194888866884,6.856988363204976,10,3,5.393121225726016,4,3,7.863177810428223,9.150310793331212,6.055198976293937,4,2.315402142149706,8.11968563523036,1.8605766986921717,4.104557331671735
250,34,Female,1,4.372940627655204,6.983361994077097,4.3038688039389825,6.105052736430633,9.595482722285753,6,8,4.3987176710962235,7,1,3.5544394891110125,5.995295139293204,7.144645569292757,4,1.0589525972273695,6.249017858284551,2.003762345290297,4.724387506874558
251,25,Other,3,6.843603003954504,5.780478441609805,5.152480635954594,4.488098586616159,3.631621153652256,10,7,5.136354901150115,3,2,5.3873400366963375,8.08354852332787,3.550963455644408,1,2.6129645816232476,1.835618295804918,4.73422080404583,4.473620367308397
252,25,Male,1,5.965375774418425,8.234919873516558,5.093171783232292,6.720883352585545,7.29310483192498,7,9,3.774590809986998,1,2,6.284556513342063,6.278303545984557,7.2547400088755305,4,4.358170049581295,4.124686267336821,2.3367521075782913,5.613664364211314
253,34,Female,1,5.840188980903682,7.338642284667632,2.40871365473997,5.566953604927653,9.877909500814312,10,3,2.611690676350839,8,1,3.9087716873424947,6.12907673012999,3.3533182540425583,3,2.7541950912371975,2.9136382493234847,6.832192852409824,3.237037250951419
254,25,Female,1,6.213701186431342,7.026419877900486,5.339819616597126,4.121516918635987,6.470103796842762,8,1,4.5985666789184805,8,2,5.963227691376189,6.255243843215611,8.631910379902829,2,1.683063755362473,3.6656812431090584,1.0,4.8030560708600625
255,23,Female,1,9.113087129659082,5.536950959082625,7.46565816364349,8.665102935330255,6.661759864998046,5,2,7.251919297562328,6,1,5.326511252584331,6.947552300350881,7.782836851202626,10,4.892195297756839,2.7281327486969325,2.9406391514180004,4.3471393884042815
256,28,Male,1,2.7382231293481687,8.955261897902139,3.4515357618464098,7.85786402706443,7.443267537385508,5,1,6.46813198211136,7,1,2.0641636447223983,7.57997217103361,6.582002842863118,4,6.412917185594969,4.046315236823402,1.0,4.118244554360331
257,37,Other,1,5.947264153622909,7.997054117999665,8.096965302101186,4.790186472143651,6.161806271672564,5,5,3.486793591505491,10,2,5.918322631957116,7.669868037904822,7.844079790123119,8,4.9102817739351465,1.0,3.6549457045031577,5.506958420475742
258,31,Male,3,3.147237740036923,6.170618743949047,6.9755496421686765,6.995576618835555,6.531892101920901,6,10,5.187977293239227,2,3,2.7997151674579284,6.056014984652112,5.532888606004672,7,1.0,7.380148838862379,3.8948400164113743,4.851280901968916
259,28,Female,1,6.111025292684497,8.502737280522906,4.531533356057924,7.074824005640761,6.493277358712896,6,2,7.384928682728655,5,1,6.878405703324095,6.010340712488731,7.108563273422338,9,1.0,1.0133543887730585,4.798050455894911,6.278265603808019
260,22,Male,2,3.162626977027811,6.253643742422189,5.716940725324305,7.284602470022352,6.058868898360441,7,3,5.1030172604257995,7,1,3.657577849732222,6.083361306636453,8.192161057690504,8,3.873992956480371,4.104766565498876,1.0,5.560245792394225
261,29,Male,1,4.165266372789831,5.826994761233444,9.196643615282067,2.6114882080098445,8.84328482530084,5,8,3.1644676137421883,9,1,4.67742913267771,6.888645597614489,2.3585661263629154,1,3.342091859858079,1.6427212878036481,3.862776737846635,4.1669076258213655
262,39,Other,1,4.409820171524188,5.860445323779569,7.467095627011732,8.013213082065256,7.691617048444653,7,10,10.0,1,1,7.74455782689315,6.7898443958091255,6.329163460483715,2,1.0,2.687514184657837,1.2530636206717258,7.075730162501009
263,23,Other,3,6.951633438689418,4.343397170367863,6.017567309796296,4.860602074148537,7.375942348154953,5,5,5.6660823386941,3,2,5.99276329305769,6.049824537930205,6.966033804795439,2,3.572867876652181,3.92252039649918,3.191595212153967,3.7380838203031623
264,27,Female,3,6.836908887884828,7.707313570627308,5.524633366078032,5.284344133117466,8.212856510335175,6,4,3.6728422000019667,6,2,2.8410521608509094,7.269603694063244,6.7055595733813504,8,3.197737902002599,3.195600038589653,2.116124522255458,4.701660602790926
265,34,Male,2,2.508565247107231,4.2532826824924745,6.153218140903319,10.0,6.6034662501948,8,5,6.342527051640387,7,1,2.9701668584018326,9.262568808335319,9.185652739341108,4,5.955836898372866,3.2587518942785283,1.0,4.673793376755237
266,32,Male,2,5.109868221999697,5.1573342531013555,4.976472884115394,6.603746761442023,5.838694272470649,8,10,5.828793335374529,6,3,3.801394422752549,6.4952845381648485,5.314148312615673,9,2.1290066258155513,2.2639382863628414,4.444581455650298,5.276558749268817
267,31,Other,3,3.580840290501655,3.8866179863822,1.7905009885619707,5.227355049105649,6.096063543078164,8,6,2.917043790171264,1,2,5.789288166713332,6.566488178796466,6.068261134832157,2,5.773204911605005,1.6169440094466196,2.482858064914952,3.532644618023209
268,31,Male,3,2.482990178649331,6.87089546081366,10.0,1.589411254488188,7.002674561656914,10,7,6.18673772160633,4,3,5.716599629865536,7.559661570324368,4.126196460537328,4,5.8608349968045,4.326200971595181,4.715199069019754,5.10388071026204
269,25,Male,1,4.5659658991512595,6.774519309592192,6.310649998398803,8.779528267892712,5.411182437440647,8,9,7.967471022791293,6,3,3.3137953906742617,6.441183708263205,9.265429976909719,1,1.6539961591000634,1.2914320418642868,4.858029449722032,5.80216500768602
270,25,Male,3,4.38303442308836,6.509955680220454,6.796294530245074,3.309580658382795,6.249608475119986,9,1,5.534179585019511,8,1,2.665581028771282,7.668964481718183,6.6305647860868,3,3.708071254420777,1.700759324056554,5.62265928303183,3.3734285696625887
271,33,Other,2,9.853432972691046,5.436133457994136,5.884184500246183,3.993122193000993,6.225825037192848,5,4,1.8796029055666006,10,2,5.563166810171668,6.28145729322096,6.34238666794494,6,2.5770865812894996,1.7242264169801833,1.986394697953977,3.2239901853565383
272,33,Female,1,5.865919650721392,5.24164936984504,4.529766398550824,5.337295401824302,10.0,8,9,6.683843221178607,4,1,4.636279868419676,8.832119607577301,6.921275976533929,9,2.4951699096218287,2.33715299872882,1.1421765271729818,5.6477617768852975
273,34,Female,2,2.2447649984915254,7.696554795319861,5.628151038102459,8.832823583400586,2.839277590099125,9,5,7.205800090496307,7,1,9.314431774895475,7.344774972592295,7.954353742645486,1,3.4924839433398374,1.0,5.401330881620056,5.853849411818433
274,36,Male,1,3.8704519916581157,6.174172102437268,2.8012104756113776,7.546479973331518,6.73057041789155,9,8,4.8271758463441765,3,3,5.073207313126158,6.379977050923289,7.521045105274187,5,1.4201338522752458,1.0,3.2056384822341366,5.2433539448932525
275,27,Female,3,7.042766590858797,7.474537482304217,10.0,5.68432498031948,9.588540689222157,9,1,4.84187679732155,8,3,8.628505655400549,6.411308300530726,10.0,2,1.0,4.086123759705862,5.697725062273911,4.5628774730310075
276,27,Other,2,9.17688554573985,5.672126970813666,3.530976003155208,6.616584127277642,7.182766696198681,7,4,10.0,1,3,2.65923280379132,6.486200247291965,7.680903832605662,7,1.936100048655016,4.108892720034641,1.0,4.214988376544797
277,33,Other,1,1.8280333755240834,7.271594114156623,3.936067432305641,4.799228614257789,8.130126210131639,7,9,4.683571402315795,4,1,1.8535741208765857,8.372749666248874,6.302131856246378,4,5.361761149695762,3.621367264016669,4.377353210014028,5.204327147583432
278,30,Female,1,1.24015122972191,8.954917055974096,5.119481591227199,6.279307379130701,7.149739472649652,9,1,3.756238067331497,8,1,2.759829734948931,5.731248992398717,6.157964893714079,5,2.5933754766698796,5.750379245632453,3.08621064845667,4.273289086953165
279,31,Female,3,8.741930350743564,7.879248700589175,8.576151449704755,6.146673489556274,5.998999928175279,10,1,6.050228168052022,10,1,7.3782595629069325,6.332058329540495,6.410861571374786,8,2.9535120299297226,1.2355634954747214,2.9170892983759975,5.516380005033885
280,33,Male,3,5.779228354741807,6.38137927267528,6.029017998525308,7.937539791362706,3.6371260982366307,8,4,7.149684651540799,4,1,8.512203179387068,6.4383394430745735,4.747244613055243,2,4.5852989394960115,1.0,2.3567617048458622,5.258591929792754
281,35,Female,3,3.263414536247267,7.385798455533891,3.527728407939075,7.934356244877899,7.308183530554454,5,3,7.0648674574206325,2,1,3.4356410920947322,6.984312033243062,7.059796311237379,3,1.0,4.57061427422919,1.0,5.160290415553366
282,25,Male,2,6.06925817224487,6.6390022382046805,8.508676721514679,6.98795476441129,5.836590093096413,10,7,1.0638644913886095,2,1,4.078867940480885,6.728890307353206,8.175202159313375,5,3.8782150076479986,1.0,4.327591264007823,4.767601443858849
283,25,Male,1,1.0,7.0118202770420925,7.462001253570962,5.275304884907795,5.799496890752044,6,3,4.6785369882220555,4,1,2.6620381795750006,5.5087721686095374,6.079954599065146,10,6.339706997216385,2.7262257720874157,2.21588235787034,4.590985526917507
284,22,Other,3,5.006751013194322,6.511583421777244,7.076869914432905,7.483644588780253,6.251519116031332,7,1,8.30577609025748,4,1,1.3767203057632256,6.600177316404532,5.788929915573833,4,3.183062033106622,3.556406526251009,3.4229270447804363,4.117576032215579
285,28,Other,2,5.655642345686171,6.753497191171913,7.431468482341681,5.816063067593907,9.61729210993524,8,10,6.653378930683411,2,2,6.43682339555326,6.900449316815031,9.27391771944135,5,1.0,7.121582132865056,6.864835624818172,5.863827121296109
286,22,Other,2,6.848540279075659,7.318140029611262,10.0,3.836171262573734,10.0,8,2,3.528417176987148,7,2,5.446040605924326,6.3719021649202165,4.860275265068252,3,2.847217724604582,1.9066595565214008,1.9262741081892272,4.274966856720835
287,26,Other,2,2.9722080954149246,5.5099619506270745,10.0,5.1934244161781224,7.325811906292602,6,10,8.48481861579241,6,2,5.020975965347751,7.6867754890476645,3.8982724352840483,9,4.220434297755956,2.053868639977307,2.4045817075600633,6.231810832103658
288,28,Female,3,5.171374322806718,5.476181759515033,4.626569313993409,6.169053967568649,6.302849164132408,6,4,7.929795438212356,3,2,2.19988692567324,7.9194084287536475,5.270647084528926,8,3.224149063315679,4.322138279156587,2.674114971252283,4.724588542069432
289,24,Other,3,3.1491507478808254,4.917186169253183,9.247769985622305,7.820431567329491,5.234160373823185,8,1,5.406796783954256,8,1,8.279913363657322,6.921613300270607,4.689350924313556,6,3.54490489371519,4.2039979050047975,2.21140821992862,5.601356366550568
290,29,Female,1,5.510767511348634,4.599593343244435,6.766336379517801,5.632943655685694,7.702810242319104,6,1,7.758934373622273,8,1,3.9932865239010535,7.2305415868507295,7.579339096156873,1,3.785219256215626,2.3132032423079463,2.273445109262365,3.6024164911468297
291,22,Other,1,3.2093073552739515,5.174075961669281,6.998191632275499,3.581602577520788,9.674358400097717,8,8,9.999511663916039,1,3,6.067252849632951,4.838944002650729,6.45894324932564,4,1.1355138550143553,3.3703059256763166,4.395416229274366,4.642993501619819
292,22,Female,3,4.183798321679559,7.239193760206193,2.615458336713343,6.113483366593639,6.628989419462265,10,7,3.8912396095091677,3,3,2.090877189510551,6.578897227838168,6.67046943246424,7,1.38549278875448,1.525970276915492,5.646728118741481,4.695674537376526
293,33,Male,2,3.008369210419542,5.660818726762174,5.659228469223608,6.226912080113105,3.4315059388701634,6,8,7.110892364405858,5,2,4.618949620759925,8.004821691757913,8.72940126546216,10,2.260712699309745,3.893333164380363,3.2597590835359105,5.329083571371665
294,25,Female,2,6.3022724836473145,7.770421696346644,4.37435281932687,6.3716752578055065,8.005074507723286,10,4,9.971889552176016,2,3,5.582748912477168,6.576563416820722,5.962997708255836,5,3.7853466269559526,1.0,4.479725316748952,5.298043159870731
295,23,Female,2,6.716902233313331,7.052070623128842,7.6561176297866185,7.83974303190886,8.478099567175075,10,6,7.306059106591059,5,2,5.654150436106615,6.262738323608039,8.162634117618461,4,1.0,8.815631668816179,2.6544364208812525,5.792926659294361
296,27,Other,1,4.5307588600851725,4.04724367984292,8.14216100080561,8.037846480179796,4.621231539421229,6,3,4.491234281271394,10,1,5.30929708647325,9.277688926030931,9.266984198804805,9,7.112674688863778,4.442130996858223,2.604031261186682,4.21122645431589
297,32,Female,2,5.076475989920056,7.982463376332535,1.8510272979673772,4.811578255236666,7.2647262754944295,8,8,6.477826480882775,3,1,5.9890449840975455,8.819077190195806,6.316506252979509,8,1.0,1.0,2.2002534552712487,5.250211743717594
298,24,Male,1,2.1028171707329117,8.216197968387565,5.955930271991459,4.767713083902113,7.676839024204148,9,4,8.739766519904725,9,3,2.7389590879340777,7.467574912482157,8.105534283334471,3,1.0,2.4641695616155688,1.470642655967598,6.305073604902801
299,29,Male,1,4.400646703986426,5.50920598774772,8.243723009588503,3.9196025780890538,6.890339046986592,8,3,3.9684670661516783,1,1,5.39474521087932,8.138910611480048,6.63727313120653,6,4.107344601143346,1.0,5.472774875317618,4.952833399172974
300,22,Other,2,4.8995907659165105,7.630287314342487,5.62664207537311,7.397631340560952,5.813843621371969,5,4,5.939806585418935,4,1,5.227515366960555,4.774064582041922,8.386147193261184,4,3.9350971449461754,1.3626980695527178,1.9961658052339466,5.001258722058438
301,22,Male,2,10.0,5.715252643886202,7.458127290004729,8.89764021667543,8.523905835345335,6,6,5.513034356436536,10,2,5.463345368390121,6.2124485593712935,4.6427662186355905,7,2.855256125255298,3.4233305429644294,4.222093745664371,4.980268068292162
302,27,Female,3,2.7760659484516728,7.146505565122503,6.702330935254168,5.369836144182154,6.394930381046976,7,7,4.7371767264917395,6,3,5.144690434638363,6.5300421268268485,4.53173163231198,1,4.352398594360759,5.783183216185414,1.3257541857739419,5.04144722002002
303,28,Male,3,7.928354477504875,5.103252389567551,6.683320463905253,5.5171388705500135,4.7722207559501015,6,7,6.483109736952792,9,1,2.453574452173205,6.764019901133054,6.413098427638689,1,4.135403881137173,2.7976578954331637,3.091752960153454,4.064063510615682
304,30,Other,2,6.993717546931616,4.310340321198135,5.457370043863405,8.933565113797952,3.9257882714954784,5,4,5.798565491888046,3,3,2.3644004957820526,6.5100559790260375,5.666612786410344,6,3.0001604595719904,1.0,2.9983892826661855,3.583141309194261
305,31,Female,1,5.561272808980273,6.425774215580547,3.566838391728581,7.011115706430015,8.891274279998964,10,8,7.286700359139503,3,1,1.0,4.449973708483654,6.224936335855172,10,3.5364733905008494,1.7721990749806755,1.341839074320403,4.673637919206925
306,39,Other,1,8.517240968390267,6.814406580587746,3.756939705149945,6.8724714096021104,7.924995964706677,7,7,8.281938988512863,5,2,6.6350690196905955,7.38602461870856,6.67071012632929,7,1.0,1.9037544608267993,2.306521517609747,5.456701783747448
307,27,Female,1,5.744210945213726,6.403480459578094,7.418705028910635,3.6181669880525464,7.131960320693754,7,2,3.454339159092108,7,1,6.655315019470398,7.543654128280607,8.080020297754377,9,2.733666091775315,3.177850661027147,1.0,4.496343674469341
308,25,Male,1,5.778318391335858,5.2239541626661605,6.038916511037766,7.357456138558838,6.3395880447237944,8,8,6.13506212796098,5,3,6.68710058244424,8.601898791589981,6.388509132151098,7,2.9046136177499258,2.7180084709450405,3.0335325548420227,5.900837333552349
309,33,Other,1,4.89375869396491,6.400151406803294,5.722975510785551,4.141727318980483,6.206502378695309,9,9,5.893747722491087,8,3,5.613579924922903,6.211690735225036,5.76420803406537,9,6.825659152230035,1.0,1.0,4.956809821244487
310,24,Other,3,7.4471377648372545,7.403942128871101,5.152219915355295,3.7319596281300838,5.386395027337583,8,5,6.406829346779165,5,2,1.0,6.129836842220098,6.472729934861651,10,1.3486472236616314,1.1501168235800188,2.8844705812888827,3.8948942265088093
311,26,Female,2,7.192938467621767,6.932660454816195,5.389622309038496,5.306456846466576,6.352816533160173,7,4,5.969058310465909,7,1,2.946579016429468,4.320015514035531,5.846282080290074,9,2.9282691062643207,1.0,4.301870006506041,3.8621515353868214
